taxon_name,int_midpoint,sub,size,taxon_name,is_extant,firstapp_max_ma,firstapp_min_ma,lastapp_max_ma,lastapp_min_ma,early_interval,late_interval,
Multispirifer,400.45,art,69.76,Multispirifer,extinct,,,,,,,
Muriferella,400.45,art,6.69,Muriferella,extinct,419.2,410.8,393.3,387.7,Early Devonian,Eifelian,
Murihikurhynchia,195.05,art,18.46,Murihikurhynchia,extinct,227.5,221.5,199.3,190.8,Norian,Sinemurian,
Murinella,455.7,art,22.85,Murinella,extinct,467.3,460.9,456.1,449.5,Darriwilian,Katian,
Murjukiana,468.65,art,18.67,Murjukiana,extinct,,,,,,,
Murravia,0.01,art,8.916666667,Murravia,extant,112.03,109,23.03,15.97,Albian,Burdigalian,
Musculina,106.75,art,19.31,Musculina,extinct,140.2,136.4,105.3,99.6,Early Cretaceous,Cenomanian,
Mutationella,400.45,art,28.26,Mutationella,extinct,427.4,419.2,393.3,387.7,Ludlow,Eifelian,
Mycerosia,154.7,art,9.256666667,Mycerosia,extinct,166.1,163.5,163.5,157.3,Callovian,Oxfordian,
Mylloconotreta,473.85,inart,2.421052632,Mylloconotreta,extinct,472,466,472,466,Floian,Middle Ordovician,
Myodelthyrium,284.7,art,61.15,Myodelthyrium,extinct,295.5,290.1,290.1,279.3,Sakmarian,Artinskian,
Myopugnax,257.05,art,6.606666667,Myopugnax,extinct,298.9,295.5,298.9,295.5,Asselian,,
Myotreta,455.7,inart,0.552401747,Myotreta,extinct,484.5,468.1,460.9,449.5,Early Ordovician,Katian,
Myriospirifer,400.45,art,38.96,Myriospirifer,extinct,433.4,430.5,402.5,391.9,Wenlock,Eifelian,
Myrmirhynx,424.3,art,7.406,Myrmirhynx,extinct,440.8,438.5,427.4,425.6,Aeronian,Gorstian,
Mystrophora,390.5,art,16.75,Mystrophora,extinct,419.2,407.6,388.1,383.7,Early Devonian,Middle Devonian,
Nabarredia,409.2,art,10.20444444,Nabarredia,extinct,419.2,410.8,407.6,393.3,Early Devonian,,
Nabiaoia,390.5,art,4.214,Nabiaoia,extinct,393.3,387.7,393.3,387.7,Eifelian,,
Nadiastrophia,390.5,art,17.285,Nadiastrophia,extinct,419.2,410.8,393.3,387.7,Early Devonian,Eifelian,
Naimania,455.7,inart,1.241764706,Naimania,extinct,453,445.2,453,445.2,Katian,,
Najadospirifer,400.45,art,37.39,Najadospirifer,extinct,416,407.6,393.3,387.7,Early Devonian,Eifelian,
Najdinothyris,77.85,art,28.16,Najdinothyris,extinct,93.5,89.3,93.5,89.3,Turonian,Coniacian,
Nalivkinaria,385.2,art,16.63,Nalivkinaria,extinct,402.5,391.9,402.5,391.9,Emsian,Eifelian,
Nalivkinia,415,art,23.45,Nalivkinia,extinct,460.9,449.5,427.4,419.2,Darriwilian,Silurian,minor ribbing
Nambuccalinus,297.2,art,33.11,Nambuccalinus,extinct,298.9,295.5,298.9,295.5,Asselian,,
Nanambonites,455.7,art,10.84,Nanambonites,extinct,467.3,458.4,467.3,458.4,Darriwilian,,
Nanatrypa,424.3,art,6.94,Nanatrypa,extinct,,,,,,,
Nannirhynchia,169.3,art,6.524,Nannirhynchia,extinct,190.8,183,171.6,167.7,Pliensbachian,Bathonian,
Nanorthis,481.55,art,7.186666667,Nanorthis,extinct,501,485.4,463.5,460.9,Drumian,Middle Ordovician,
Nanothyris,409.2,art,10.405,Nanothyris,extinct,419.2,410.8,410.8,391.9,Early Devonian,Eifelian,
Nanukidium,421.1,art,82.68,Nanukidium,extinct,443.4,423,425.6,419.2,Silurian,,
Naradanithyris,167.2,art,26.4,Naradanithyris,extinct,,,,,,,
Narynella,502.5,art,13.84666667,Narynella,extinct,513,505,513,498.5,Stage 4,Series 3,
Nasonirhynchia,409.2,art,16.335,Nasonirhynchia,extinct,,,,,,,
Nastosia,169.3,art,21.85,Nastosia,extinct,170.3,168.3,170.3,168.3,Bajocian,,
Nasutimena,449.1,inart,38.415,Nasutimena,extinct,460.9,449.5,449.5,443.7,Darriwilian,Late Ordovician,
Naukat,517.5,art,1.427510917,Naukat,extinct,516,513,516,513,Stage 3,Stage 4,
Navispira,400.45,art,16.4025,Navispira,extinct,440.8,438.5,423,419.2,Aeronian,Pridoli,"minor folds, major ribbing"
Nayunnella,365.55,art,15.705,Nayunnella,extinct,,,,,,,
Nebenothyris,338.8,art,16.2,Nebenothyris,extinct,339.4,326.4,339.4,326.4,Visean,Serpukhovian,
Negramithyris,167.2,art,25.02,Negramithyris,extinct,,,,,,,
Nekhoroshevia,352.8,art,13.335,Nekhoroshevia,extinct,,,,,,,
Nematocrania,284.7,inart,8.565,Nematocrania,extinct,272.3,268.8,272.3,268.8,Roadian,,
Nemesa,385.2,art,11.52666667,Nemesa,extinct,419.2,410.8,393.3,387.7,Early Devonian,Eifelian,
Neobolus,535,inart,8.024,Neobolus,extinct,541,513,516,513,Terreneuvian,Series 2,
Neobouchardia,18.21,art,4.378333333,Neobouchardia,extinct,27.3,25.2,27.3,25.2,Chattian,,
Neochonetes,257.05,art,17.045,Neochonetes,extinct,345,336,252.17,251.3,Visean,Induan,
Neocirpa,169.3,art,17.22,Neocirpa,extinct,,,,,,,
Neocoelia,390.5,art,11.09,Neocoelia,extinct,,,,,,,
Neocramatia,455.7,art,5.113333333,Neocramatia,extinct,,,,,,,
Neoglobithyris,385.2,art,18.51111111,Neoglobithyris,extinct,382.7,372.2,382.7,372.2,Frasnian,,
Neokarpinskia,400.45,art,30.89,Neokarpinskia,extinct,,,,,,,
Neoliothyrina,69.05,art,59.45,Neoliothyrina,extinct,99.6,93.5,59.2,56,Late Cretaceous,Paleocene,
Neoplicatifera,284.7,art,21.12,Neoplicatifera,extinct,298.9,295.5,254.17,252.17,Permian,,
Neopsilocamara,257.05,art,22.3,Neopsilocamara,extinct,259.9,254.17,254.17,252.17,Lopingian,,
Neoretzia,204.9,art,24.13,Neoretzia,extinct,251.3,247.2,208.5,201.3,Triassic,Late Triassic,
Neorichthofenia,253.2,art,20.38,Neorichthofenia,extinct,268.8,265.1,254.17,252.17,Wordian,Lopingian,
Neoschizophoria,319.2,art,34.11,Neoschizophoria,extinct,,,,,,,
Neospirifer,257.05,art,45.11,Neospirifer,extinct,358.9,342.8,254.17,252.17,Carboniferous,Permian,
Neospirigerina,400.45,art,15.9,Neospirigerina,extinct,419.2,410.8,410.8,407.6,Lochkovian,Pragian,
Neostrophia,455.7,art,19.825,Neostrophia,extinct,466,460.9,460.9,449.5,Darriwilian,Katian,
Neothecidella,119,art,1.584,Neothecidella,extinct,161.2,155.7,157.3,152.1,Oxfordian,Kimmeridgian,
Neothyris,0.01,art,54.79,Neothyris,extant,55.8,48,2.588,1.806,Eocene,Gelasian,
Neotreta,495.5,inart,1.081410256,Neotreta,extinct,513,501,501,485.4,Stage 4,Furongian,
Nepasitoechia,352.8,art,14.88571429,Nepasitoechia,extinct,358.9,346.7,358.9,346.7,Tournaisian,,
Nereidella,455.7,art,11.27,Nereidella,extinct,478.6,470,466,449.5,Early Ordovician,Katian,minor ribbing
Nerthebrochus,96.9,art,22.74,Nerthebrochus,extinct,70.6,66,70.6,66,Maastrichtian,,
Nervostrophia,377.45,art,32.42,Nervostrophia,extinct,419.2,410.8,379.5,358.9,Devonian,,
Neumanella,421.1,art,8.32,Neumanella,extinct,443.4,422.9,423,419.2,Silurian,,
Newberria,385.2,art,39.54,Newberria,extinct,407.6,393.3,387.7,382.7,Emsian,Middle Devonian,
Nicolella,449.1,art,25.44,Nicolella,extinct,471.8,466,445.2,443.4,Floian,Late Ordovician,
Nicoloidea,455.7,art,3.223333333,Nicoloidea,extinct,478.6,466,458.4,453,Early Ordovician,Sandbian,
Nicolorthis,455.7,art,36.90769231,Nicolorthis,extinct,460.9,449.5,449.5,445.6,Darriwilian,Katian,
Nigerinoplica,352.8,art,14.01333333,Nigerinoplica,extinct,376.1,370.6,372.2,358.9,Late Devonian,Famennian,
Nikiforovaena,400.45,art,25.65,Nikiforovaena,extinct,438.5,433.4,410.8,407.6,Telychian,Pragian,
Nikitinamena,455.7,inart,9.335,Nikitinamena,extinct,453,445.2,453,445.2,Katian,,
Nikitinia,253.2,art,14.94,Nikitinia,extinct,254.17,252.17,254.17,252.17,Changhsingian,,
Nikolaispira,449.1,art,8.323333333,Nikolaispira,extinct,460.9,453,449.5,445.2,Darriwilian,Katian,
Ningbingella,352.8,art,26.63,Ningbingella,extinct,,,,,,,
Niorhynx,428.95,art,10.745,Niorhynx,extinct,440.8,438.5,430.5,427.4,Aeronian,Wenlock,
Nipponirhynchia,292.8,art,24.12,Nipponirhynchia,extinct,295.5,290.1,295.5,290.1,Sakmarian,,
Nipponithyris,0.01,art,14.49,Nipponithyris,extant,15.97,13.82,0.781,0.126,Langhian,Middle Pleistocene,
Nisusia,498.75,art,7.606666667,Nisusia,extinct,530,516,501,485.4,Cambrian,Furongian,"minor folds, minor ribbing"
Niutoushania,262.5,art,41.55,Niutoushania,extinct,259.9,254.17,259.9,254.17,Wuchiapingian,,
Niviconia,275.8,art,38.73,Niviconia,extinct,279.3,272.3,272.3,268.8,Kungurian,Roadian,
Nocturnellia,473.85,art,5.269879518,Nocturnellia,extinct,478.6,470,466,458.4,Early Ordovician,Middle Ordovician,
Nodaea,352.8,art,51.94,Nodaea,extinct,,,,,,,
Nordathyris,319.2,art,34.68,Nordathyris,extinct,,,,,,,
Nordella,377.45,art,56.14,Nordella,extinct,,,,,,,
Nordotoechia,400.45,art,28.84,Nordotoechia,extinct,410.8,407.6,410.8,407.6,Pragian,,
Norella,204.9,art,15.19333333,Norella,extinct,251.3,247.2,221.5,201.3,Triassic,Late Triassic,
Notanoplia,409.2,art,7.99,Notanoplia,extinct,443.4,423,393.3,387.7,Silurian,Eifelian,
Nothopindax,297.2,art,86.78666667,Nothopindax,extinct,298.9,295.5,298.9,295.5,Asselian,,
Nothorthis,455.7,art,5.62,Nothorthis,extinct,485.4,477.7,460.9,449.5,Early Ordovician,Katian,
Notiochonetes,390.5,art,35.92666667,Notiochonetes,extinct,409.1,402.5,393.3,387.7,Pragian,Eifelian,
Notoconchidium,421.1,art,22.93333333,Notoconchidium,extinct,419.2,410.8,419.2,393.3,Early Devonian,,
Notoleptaena,400.45,art,27.48,Notoleptaena,extinct,443.4,423,410.8,407.6,Silurian,Pragian,
Notolosia,262.5,art,17.83,Notolosia,extinct,259.9,254.17,259.9,254.17,Wuchiapingian,,
Notoparmella,415,art,7.3,Notoparmella,extinct,427.4,423,419.2,391.9,Ludlow,Eifelian,
Notorthisina,481.55,art,3.385714286,Notorthisina,extinct,485.4,477.7,485.4,477.7,Tremadocian,,
Notosaria,0.01,art,24.52,Notosaria,extant,56,47.8,0.126,0.0117,Eocene,Pleistocene,
Notoscaphidia,473.85,art,5.0225,Notoscaphidia,extinct,472,466,472,466,Floian,Middle Ordovician,
Notospirifer,262.5,art,36.5,Notospirifer,extinct,295.5,290.1,254.17,252.17,Sakmarian,Lopingian,
Notostrophia,284.7,art,25.98,Notostrophia,extinct,295.5,290.1,279.3,272.3,Sakmarian,Kungurian,
Notothyrina,253.2,art,7.706666667,Notothyrina,extinct,259.9,254.17,254.17,252.17,Lopingian,,
Notothyris,253.2,art,13.455,Notothyris,extinct,307,298.9,252.17,251.3,Kasimovian,Induan,
Novellinetes,400.45,art,9.092,Novellinetes,extinct,402.5,387.7,402.5,387.7,Emsian,Eifelian,
Novozemelia,390.5,art,35.33,Novozemelia,extinct,402.5,387.7,402.5,387.7,Emsian,Eifelian,
Nubialba,449.1,art,3.782,Nubialba,extinct,458.4,453,449.5,443.7,Sandbian,Late Ordovician,
Nucleata,96.9,art,16.43,Nucleata,extinct,196.5,183,105.3,99.6,Sinemurian,Cenomanian,
Nucleatula,218.25,art,10.68,Nucleatula,extinct,228,208.5,228,208.5,Norian,,
Nucleospira,284.7,art,10.908,Nucleospira,extinct,443.4,433.4,279.3,272.3,Silurian,Cisuralian,
Nucleusorhynchia,244.6,art,10.81,Nucleusorhynchia,extinct,247.2,242,247.2,242,Anisian,,
Nudauris,275.8,art,50.91,Nudauris,extinct,303.7,298.9,279.3,272.3,Gzhelian,Cisuralian,
Nudirostralina,238.5,art,13.43,Nudirostralina,extinct,252.17,251.3,237,221.5,Early Triassic,Norian,
Nuguschella,390.5,art,5.92,Nuguschella,extinct,,,,,,,
Numericoma,462.85,inart,0.753956835,Numericoma,extinct,478.6,471.8,463.5,458.4,Early Ordovician,Middle Ordovician,
Nurataella,421.1,art,3.67,Nurataella,extinct,,,,,,,
Nurochonetes,400.45,art,13.86666667,Nurochonetes,extinct,,,,,,,
Nushbiella,455.7,inart,2.878,Nushbiella,extinct,466,460.9,460.9,449.5,Darriwilian,Katian,
Nyege,365.55,art,10.6,Nyege,extinct,,,,,,,
Nymphorhynchia,385.2,art,17.31333333,Nymphorhynchia,extinct,433.4,427.4,402.5,391.9,Wenlock,Eifelian,
Oanduporella,455.7,art,8.784,Oanduporella,extinct,460.9,455.8,445.2,440.8,Darriwilian,Rhuddanian,
Obesaria,390.5,art,20.03,Obesaria,extinct,402.5,391.9,393.3,387.7,Emsian,Eifelian,
Oblongarcula,106.75,art,20.73,Oblongarcula,extinct,139.8,130,125,113,Valanginian,Aptian,
Obolella,517.5,art,10.04848485,Obolella,extinct,541,516,478.6,471.8,Cambrian,Early Ordovician,
Obolorugia,385.2,art,7.036666667,Obolorugia,extinct,,,,,,,
Obolus,455.7,inart,9.76969697,Obolus,extinct,541,516,449.5,443.7,Cambrian,Ordovician,
Obovothyris,167.2,art,28.58461539,Obovothyris,extinct,182.7,170.3,167.7,164.7,Toarcian,Middle Jurassic,
Obsoletirhynchia,167.2,art,25.2,Obsoletirhynchia,extinct,170.3,166.1,167.7,164.7,Bajocian,Callovian,
Obturamentella,409.2,art,8.41,Obturamentella,extinct,423,410.8,419.2,410.8,Pridoli,Lochkovian,
Occidalia,284.7,art,80.92,Occidalia,extinct,290.1,279.3,259.9,254.17,Artinskian,Wuchiapingian,
Ochotathyris,218.25,art,35.7,Ochotathyris,extinct,228,212,212,205.6,Norian,Rhaetian,
Ochotorhynchia,195.05,art,5.966666667,Ochotorhynchia,extinct,201.3,196.5,199.3,190.8,Hettangian,Sinemurian,
Ocnerorthis,481.55,art,9.693333333,Ocnerorthis,extinct,501,494,485.4,477.7,Drumian,Tremadocian,
Odarovithyris,169.3,art,22.8,Odarovithyris,extinct,,,,,,,
Odoratus,449.1,art,14.045,Odoratus,extinct,,,,,,,
Oepikina,449.1,art,15.305,Oepikina,extinct,470,460.9,449.5,443.4,Middle Ordovician,Late Ordovician,minor ribbing
Ogbinia,257.05,art,13.49,Ogbinia,extinct,279.3,272.3,254.17,252.17,Kungurian,Lopingian,
Ogilviecoelia,292.8,art,10.08,Ogilviecoelia,extinct,295.5,290.1,295.5,290.1,Sakmarian,,
Oglu,400.45,art,8.508108108,Oglu,extinct,419.2,410.8,407.6,393.3,Early Devonian,,
Oglupes,428.95,art,16.55769231,Oglupes,extinct,433.4,430.5,425.6,423,Wenlock,Ludlow,
Ogmoplecia,449.1,art,31.72307692,Ogmoplecia,extinct,455.8,445.6,449.5,443.7,Sandbian,Hirnantian,
Ogorella,385.2,art,7.84,Ogorella,extinct,388.1,383.7,388.1,383.7,Eifelian,Givetian,
Oina,517.5,art,5.751515152,Oina,extinct,516,513,516,513,Stage 3,Stage 4,
Oiosia,365.55,art,13.75,Oiosia,extinct,372.2,358.9,372.2,358.9,Famennian,,
Okathyris,131.15,art,35.1,Okathyris,extinct,145,139.8,136.4,130,Berriasian,Hauterivian,
Oldhamina,257.05,art,22.45,Oldhamina,extinct,298.9,295.5,254.17,252.17,Permian,,
Oleneothyris,57.6,art,58.24,Oleneothyris,extinct,66,61.7,59.2,56,Paleocene,,
Olentotreta,495.5,inart,1.3,Olentotreta,extinct,,,,,,,
Olgambonites,455.7,art,7.9375,Olgambonites,extinct,460.9,449.5,460.9,449.5,Darriwilian,Katian,
Oligorhynchia,449.1,art,4.585,Oligorhynchia,extinct,460.9,455.8,440.8,438.5,Darriwilian,Aeronian,
Oligorthis,473.85,art,7.6,Oligorthis,extinct,485.4,477.7,476.8,466,Early Ordovician,Middle Ordovician,
Oligothyrina,284.7,art,5.18,Oligothyrina,extinct,303.7,298.9,279.3,272.3,Gzhelian,Cisuralian,
Omnutakhella,428.95,art,9.8,Omnutakhella,extinct,,,,,,,
Omolonella,218.25,art,17.94,Omolonella,extinct,228,208.5,212,205.6,Norian,Rhaetian,
Omolonothyris,178.4,art,42.13,Omolonothyris,extinct,182,175.6,182,175.6,Toarcian,,
Onavia,352.8,art,16.31,Onavia,extinct,,,,,,,
Oncosarina,275.8,art,17.9,Oncosarina,extinct,290.1,279.3,279.3,272.3,Artinskian,Kungurian,
Onegia,473.85,inart,5.744,Onegia,extinct,471.8,468.1,471.8,468.1,Floian,Dapingian,
Onniella,435.95,art,17.195,Onniella,extinct,467.3,458.4,427.4,419.2,Darriwilian,Silurian,"minor ribbing, minor internal reinforcement"
Onnizetina,455.7,art,5.156756757,Onnizetina,extinct,458.4,455.8,457.5,455.8,Sandbian,,
Onopordumaria,311.1,art,25.18,Onopordumaria,extinct,,,,,,,
Onugorhynchia,400.45,art,12.96363636,Onugorhynchia,extinct,,,,,,,
Onychoplecia,435.95,art,10.108,Onychoplecia,extinct,471.8,468.1,455.8,449.5,Floian,Katian,
Onychotreta,428.95,art,14.31,Onychotreta,extinct,449.5,445.6,433.4,427.4,Katian,Wenlock,
Opatrilkiella,365.55,inart,1.0166,Opatrilkiella,extinct,393.3,387.7,393.3,387.7,Eifelian,,
Opisthotreta,495.5,inart,1.1264,Opisthotreta,extinct,530,501,500.5,485.4,Cambrian,Furongian,
Opsiconidion,377.45,inart,0.592905866,Opsiconidion,extinct,466,452.5,393.3,387.7,Darriwilian,Eifelian,
Orbaspina,428.95,inart,2.585294118,Orbaspina,extinct,393.3,387.7,393.3,387.7,Eifelian,,
Orbicoelia,270.55,art,8.57,Orbicoelia,extinct,315.2,307,252.17,251.3,Moscovian,Induan,
Orbiculoidea,257.05,inart,8.915,Orbiculoidea,extinct,478.6,468.1,145,139.8,Ordovician,Berriasian,
Orbinaria,352.8,art,17.79,Orbinaria,extinct,364.7,360.7,358.9,346.7,Famennian,Tournaisian,
Orbirhynchia,69.05,art,13.445,Orbirhynchia,extinct,129.4,125,83.5,66,Barremian,Late Cretaceous,
Orenburgella,338.8,art,29.62,Orenburgella,extinct,,,,,,,
Oriensellina,136.35,art,6.605,Oriensellina,extinct,,,,,,,
Orientospira,218.25,art,32.18,Orientospira,extinct,228,212,212,205.6,Norian,Rhaetian,
Orientospirifer,400.45,art,9.73,Orientospirifer,extinct,419.2,410.8,407.6,393.3,Early Devonian,,
Orientothyris,69.05,art,30.73,Orientothyris,extinct,,,,,,,
Origostrophia,449.1,art,6.4725,Origostrophia,extinct,452,445.6,449.5,443.7,Katian,Hirnantian,
Oriskania,409.2,art,32.61,Oriskania,extinct,410.8,407.6,410.8,407.6,Pragian,,
Orlovirhynchia,186.75,art,52.7,Orlovirhynchia,extinct,189.6,183,189.6,183,Pliensbachian,,
Ornatothyrella,218.25,art,7.33,Ornatothyrella,extinct,,,,,,,
Ornithella,154.7,art,29.38461539,Ornithella,extinct,237,228,125,113,Late Triassic,Aptian,
Orthambonites,468.65,art,21.275,Orthambonites,extinct,488.3,477.7,445.2,443.4,Stage 10,Ordovician,
Orthidiella,468.65,art,7.9,Orthidiella,extinct,478.6,471.8,449.5,443.4,Ordovician,Late Ordovician,minor ribbing
Orthidium,468.65,art,5.6575,Orthidium,extinct,485.4,477.7,466,457.5,Early Ordovician,Sandbian,minor ribbing
Orthiella,377.45,art,6.07,Orthiella,extinct,,,,,,,
Orthis,468.65,art,12.52,Orthis,extinct,488.3,477.7,168.3,166.1,Stage 10,Bathonian,
Orthisocrania,449.1,inart,19.215,Orthisocrania,extinct,485.4,477.7,457.5,449.5,Early Ordovician,Katian,minor ribbing
Orthorhynchula,435.95,art,19.55333333,Orthorhynchula,extinct,460.9,452.5,452,443.4,Darriwilian,Late Ordovician,"minor folds, minor ribbing"
Orthorhynchuloides,455.7,art,29.53076923,Orthorhynchuloides,extinct,455.8,452,455.8,452,Sandbian,Katian,
Orthorhynchyllion,449.1,inart,14.69,Orthorhynchyllion,extinct,445.2,443.4,445.2,443.4,Hirnantian,,
Orthospirifer,377.45,art,58.41,Orthospirifer,extinct,427.4,423,382.7,372.2,Ludlow,Frasnian,
Orthostrophella,415,art,21.68,Orthostrophella,extinct,445.2,443.4,410.8,407.6,Hirnantian,Pragian,minor ribbing
Orthostrophia,415,art,30.05,Orthostrophia,extinct,443.4,433.4,407.6,391.9,Silurian,Eifelian,minor ribbing
Orthotetella,284.7,art,55.19,Orthotetella,extinct,303.7,298.9,279.3,272.3,Gzhelian,Cisuralian,
Orthotetes,262.5,art,40.2,Orthotetes,extinct,430.5,427.4,254.17,252.17,Homerian,Permian,
Orthothetina,257.05,art,49.55,Orthothetina,extinct,339.4,318.1,254.17,251.3,Visean,Induan,
Orthothrix,257.05,art,15.265,Orthothrix,extinct,268.8,265.1,254.17,252.17,Wordian,Lopingian,
Orthotichia,257.05,art,20.23,Orthotichia,extinct,330.9,323.2,252.17,251.3,Serpukhovian,Induan,
Orthotoma,178.4,art,9.005,Orthotoma,extinct,199.3,190.8,170.3,168.3,Sinemurian,Bajocian,
Orthotropia,424.3,art,12.345,Orthotropia,extinct,,,,,,,
Orulgania,305.35,art,48.97,Orulgania,extinct,346.7,330.9,303.7,298.9,Visean,Pennsylvanian,
Orusia,495.5,art,5.128,Orusia,extinct,501,494,485.4,477.7,Drumian,Tremadocian,
Oslogonites,468.65,art,6.445,Oslogonites,extinct,478.6,468.1,466,460.9,Early Ordovician,Middle Ordovician,
Oslomena,455.7,inart,21.055,Oslomena,extinct,460.9,455.8,457.5,452,Darriwilian,Katian,
Osmarella,186.75,art,15.92307692,Osmarella,extinct,208.5,201.3,208.5,201.3,Rhaetian,,
Otariconulus,473.85,inart,0.896941896,Otariconulus,extinct,497,485.4,497,485.4,Furongian,,
Otariella,275.8,art,19.72,Otariella,extinct,272.3,268.8,265.1,259.9,Guadalupian,,
Otarorhyncha,449.1,art,17.665,Otarorhyncha,extinct,,,,,,,
Otospirifer,400.45,art,50.49,Otospirifer,extinct,402.5,391.9,402.5,391.9,Emsian,Eifelian,
Ottenbyella,481.55,inart,0.999143469,Ottenbyella,extinct,498.5,485.4,458.4,453,Guzhangian,Sandbian,
Otusia,495.5,art,13.49666667,Otusia,extinct,501,485.4,501,485.4,Drumian,Furongian,
Ovatathyris,96.9,art,22.43,Ovatathyris,extinct,105.3,99.6,99.6,93.5,Albian,Turonian,
Ovatia,319.2,art,43.83,Ovatia,extinct,358.9,353.8,272.3,268.8,Carboniferous,Roadian,
Overtonia,327.05,art,26.5,Overtonia,extinct,382.7,372.2,268.8,265.1,Late Devonian,Wordian,
Overtoniina,284.7,art,19.51,Overtoniina,extinct,290.1,279.3,290.1,279.3,Artinskian,,
Ovidiella,455.7,inart,30.71428571,Ovidiella,extinct,466,449.5,466,449.5,Darriwilian,Katian,
Ovlatchania,338.8,art,40,Ovlatchania,extinct,,,,,,,
Owenirhynchia,77.85,art,18.57692308,Owenirhynchia,extinct,83.6,72.1,83.6,72.1,Campanian,,
Oxlosia,468.65,inart,7.212048193,Oxlosia,extinct,,,,,,,
Oxoplecia,428.95,art,17.82,Oxoplecia,extinct,471.8,460.9,433.4,427.4,Floian,Wenlock,minor ribbing
Oxostrophomena,462.85,inart,31.82,Oxostrophomena,extinct,466,460.9,466,460.9,Darriwilian,,
Oxycolpella,204.9,art,46.63,Oxycolpella,extinct,247.2,242,208.5,201.3,Middle Triassic,Late Triassic,
Oxypleurorhynchia,421.1,art,16.46,Oxypleurorhynchia,extinct,423,419.2,423,419.2,Pridoli,,
Ozora,338.8,art,50.91,Ozora,extinct,,,,,,,
Pachancorhynchia,415,art,18.71,Pachancorhynchia,extinct,,,,,,,
Pachyglossella,455.7,inart,16.748,Pachyglossella,extinct,478.6,466,449.5,443.7,Early Ordovician,Late Ordovician,
Pachymagas,12.72,art,48.77,Pachymagas,extinct,25.2,21.7,11.62,7.246,Chattian,Tortonian,
Pachyplax,400.45,art,17.36,Pachyplax,extinct,407.6,393.3,402.5,382.7,Emsian,Middle Devonian,
Pachyplaxoides,377.45,art,15.16666667,Pachyplaxoides,extinct,379.5,376.1,379.5,376.1,Frasnian,,
Paeckelmanella,262.5,art,69.02,Paeckelmanella,extinct,323.2,315.2,268.8,259.9,Pennsylvanian,Guadalupian,
Pahlenella,468.65,art,13.52666667,Pahlenella,extinct,,,,,,,
Palaeobolus,502.5,inart,15.37727273,Palaeobolus,extinct,520,516,485.4,478.6,Series 2,Tremadocian,
Palaeochoristites,338.8,art,51.04,Palaeochoristites,extinct,345.3,339.4,345.3,339.4,Visean,,
Palaeoglossa,449.1,inart,9.602631579,Palaeoglossa,extinct,478.6,470,318.1,314.6,Ordovician,Moscovian,
Palaeoschizophoria,428.95,art,24.67,Palaeoschizophoria,extinct,,,,,,,
Palaeospirifer,365.55,art,36.36,Palaeospirifer,extinct,,,,,,,
Palaeostrophia,468.65,art,8.985,Palaeostrophia,extinct,498.5,485.4,466,463.5,Guzhangian,Middle Ordovician,
Palaeostrophomena,449.1,art,24.275,Palaeostrophomena,extinct,470,460.9,449.5,445.6,Middle Ordovician,Katian,
Palaeotrimerella,449.1,inart,15.47058824,Palaeotrimerella,extinct,453,445.2,453,445.2,Katian,,
Pamirorhynchia,169.3,art,17.94,Pamirorhynchia,extinct,182,175.6,180.1,175.6,Toarcian,,
Pamirotheca,204.9,art,5.996666667,Pamirotheca,extinct,228,201.3,228,201.3,Norian,Rhaetian,
Pamirothyris,204.9,art,17.27,Pamirothyris,extinct,237,208.5,228,201.3,Late Triassic,,
Pammegetherhynchus,377.45,art,24.53,Pammegetherhynchus,extinct,,,,,,,
