taxon_name,int_midpoint,sub,size,taxon_name,is_extant,firstapp_max_ma,firstapp_min_ma,lastapp_max_ma,lastapp_min_ma,early_interval,late_interval,
Libyaerhynchus,365.55,art,15.085,Libyaerhynchus,extinct,383.7,382.4,364.7,360.7,Givetian,Late Devonian,
Licharewia,262.5,art,54.26,Licharewia,extinct,346.7,323.2,259.9,254.17,Visean,Wuchiapingian,
Licharewiconcha,253.2,art,39.83,Licharewiconcha,extinct,254.17,252.17,254.17,252.17,Changhsingian,,
Lievinella,415,art,36.25,Lievinella,extinct,419.2,410.8,419.2,410.8,Lochkovian,,
Liljevallia,428.95,art,19.815,Liljevallia,extinct,438.5,433.4,426.2,425.4,Telychian,Ludlow,minor ribbing
Limbatrypa,424.3,art,29.105,Limbatrypa,extinct,438.5,433.4,433.4,430.5,Telychian,Sheinwoodian,
Limbella,284.7,art,35.96,Limbella,extinct,303.7,298.9,265.1,259.9,Gzhelian,Guadalupian,
Limbifera,338.8,art,14.35333333,Limbifera,extinct,339.4,326.4,336,326.4,Visean,Serpukhovian,
Limbimurina,449.1,art,14.195,Limbimurina,extinct,460.9,455.8,453,445.2,Darriwilian,Katian,
Limstrophina,455.7,art,7.893333333,Limstrophina,extinct,,,,,,,
Lindinella,502.5,inart,15.5125,Lindinella,extinct,,,,,,,
Lindstroemella,311.1,inart,48.98333333,Lindstroemella,extinct,323.2,307,251.2,247.2,Pennsylvanian,Early Triassic,
Linguithyris,169.3,art,24.43,Linguithyris,extinct,201.3,199.3,164.7,161.2,Early Jurassic,Oxfordian,
Lingula,0.01,inart,69.6625,Lingula,extant,513,505,2.588,0.0117,Stage 4,Pleistocene,
Lingularia,84.95,inart,24.37647059,Lingularia,extinct,259.9,254.17,93.5,89.3,Lopingian,Coniacian,
Lingulasma,449.1,inart,42.875,Lingulasma,extinct,468.1,460.9,443.4,440.8,Middle Ordovician,Rhuddanian,minor ribbing
Lingulella,449.1,inart,13.85714286,Lingulella,extinct,541,516,419.2,407.6,Cambrian,Pragian,
Lingulellotreta,511.5,inart,2.18502994,Lingulellotreta,extinct,520,516,516,513,Stage 3,Stage 4,
Lingulepis,481.55,inart,17.53478261,Lingulepis,extinct,516,513,460.9,449.5,Series 2,Katian,
Lingulobolus,473.85,inart,22.41666667,Lingulobolus,extinct,485.4,477.7,472,466,Early Ordovician,Middle Ordovician,
Lingulops,424.3,inart,4.279,Lingulops,extinct,460.9,449.5,449.5,443.7,Darriwilian,Late Ordovician,
Linguopugnoides,400.45,art,22.30285714,Linguopugnoides,extinct,438.5,433.4,409.1,391.9,Telychian,Eifelian,
Linnarssonella,495.5,inart,0.620143885,Linnarssonella,extinct,530,501,497,485.4,Cambrian,Furongian,
Linnarssonia,498.75,inart,2.4256,Linnarssonia,extinct,520,516,501,485.4,Series 2,Furongian,
Linoporella,424.3,art,9.35,Linoporella,extinct,443.4,440.8,425.6,423,Llandovery,Ludlow,minor ribbing
Linoproductus,257.05,art,36.06,Linoproductus,extinct,358.9,353.8,252.17,251.3,Carboniferous,Induan,
Linoprotonia,319.2,art,37.24,Linoprotonia,extinct,345.3,345,336,326.4,Visean,Serpukhovian,
Linostrophomena,428.95,art,16.245,Linostrophomena,extinct,443.4,433.4,438.5,433.4,Llandovery,,
Linshuichonetes,266.95,art,6.192857143,Linshuichonetes,extinct,290.1,279.3,268.8,265.1,Artinskian,Wordian,
Liocoelia,421.1,art,26.47857143,Liocoelia,extinct,433.4,430.5,425.6,423,Wenlock,Ludlow,
Lioleptaena,428.95,art,41.57,Lioleptaena,extinct,,,,,,,
Liosotella,262.5,art,35.51,Liosotella,extinct,295.5,290.1,254.17,252.17,Sakmarian,Lopingian,
Liospiriferina,178.4,art,28.26,Liospiriferina,extinct,208.5,201.3,182.7,174.1,Rhaetian,Early Jurassic,
Liostrophia,449.1,art,31.52,Liostrophia,extinct,460.9,449.5,460.9,443.7,Darriwilian,Late Ordovician,
Liothyrella,0.01,art,26.91666667,Liothyrella,extant,86.3,83.6,15.97,11.608,Santonian,Tortonian,
Lipanteris,275.8,art,78.95,Lipanteris,extinct,290.1,279.3,279.3,272.3,Artinskian,Kungurian,
Liramia,91.55,art,15.51,Liramia,extinct,,,,,,,
Liraplecta,292.8,art,72.51,Liraplecta,extinct,323.2,298.9,254.17,252.17,Pennsylvanian,Permian,
Liraria,275.8,art,26.82,Liraria,extinct,323.2,307,279.3,272.3,Pennsylvanian,Cisuralian,
Liraspirifer,365.55,art,29.85,Liraspirifer,extinct,,,,,,,
Lirellaria,257.05,art,8.62,Lirellaria,extinct,279.3,272.3,265.1,259.9,Kungurian,Guadalupian,
Lirellarina,169.3,art,17.49333333,Lirellarina,extinct,170.3,168.3,170.3,168.3,Bajocian,,
Liricamera,468.65,art,10.8875,Liricamera,extinct,471.8,468.1,467.3,457.5,Floian,Sandbian,
Liriplica,311.1,art,34.67,Liriplica,extinct,330.9,323.2,323.2,298.9,Serpukhovian,Pennsylvanian,
Lissajousithyris,169.3,art,37.54,Lissajousithyris,extinct,171.6,168.3,168.3,166.1,Aalenian,Bathonian,
Lissatrypa,390.5,art,13.01333333,Lissatrypa,extinct,443.4,440.8,407.6,387.7,Silurian,Eifelian,
Lissella,305.35,art,10.48,Lissella,extinct,,,,,,,
Lissidium,424.3,art,18.47391304,Lissidium,extinct,433.4,427.4,433.4,423,Wenlock,Ludlow,
Lissochonetes,257.05,art,11.72285714,Lissochonetes,extinct,346.7,318.1,252.17,251.3,Visean,Induan,
Lissocoelina,424.3,art,62.81,Lissocoelina,extinct,443.4,433.4,427.4,419.2,Silurian,,
Lissoleptaena,409.2,art,12.285,Lissoleptaena,extinct,,,,,,,
Lissopleura,415,art,18.29333333,Lissopleura,extinct,,,,,,,
Lissorhynchia,238.5,art,8.75,Lissorhynchia,extinct,265.1,259.9,247.2,242,Capitanian,Anisian,
Lissostrophia,424.3,art,6.29,Lissostrophia,extinct,443.4,427.4,409.1,391.9,Silurian,Eifelian,
Lissothyris,131.15,art,36.25,Lissothyris,extinct,,,,,,,
Lithobolus,473.85,inart,7.5725,Lithobolus,extinct,477.7,470,477.7,470,Floian,,
Litocothia,284.7,art,11.2925,Litocothia,extinct,272.3,268.8,272.3,268.8,Roadian,,
Litothyris,365.55,art,24.5,Litothyris,extinct,,,,,,,
Liufaia,284.7,art,25.62,Liufaia,extinct,279.3,272.3,272.3,268.8,Kungurian,Roadian,
Liveringia,262.5,art,40.71666667,Liveringia,extinct,265.1,259.9,259.9,254.17,Capitanian,Wuchiapingian,
Ljudmilispirifer,390.5,art,39.69,Ljudmilispirifer,extinct,409.1,402.5,402.5,387.7,Pragian,Eifelian,
Llanoella,415,art,25.76666667,Llanoella,extinct,,,,,,,
Loboidothyris,154.7,art,59.16,Loboidothyris,extinct,228,208.5,150.8,145,Norian,Jurassic,
Loborina,365.55,art,1.989333333,Loborina,extinct,376.1,370.6,376.1,370.6,Frasnian,Famennian,
Lobothyris,169.3,art,31.03,Lobothyris,extinct,242,235,170.3,163.5,Ladinian,Middle Jurassic,
Lochengia,338.8,art,65.98,Lochengia,extinct,358.9,346.7,358.9,346.7,Tournaisian,,
Lochkothele,415,inart,7.866666667,Lochkothele,extinct,419.2,410.8,402.5,387.7,Early Devonian,Eifelian,
Loganella,409.2,art,12.905,Loganella,extinct,419.2,410.8,409.1,391.9,Early Devonian,Eifelian,
Lokutella,186.75,art,17.2,Lokutella,extinct,196.5,183,189.6,175.6,Sinemurian,Toarcian,
Lomatiphora,352.8,art,17.63125,Lomatiphora,extinct,,,,,,,
Lomatorthis,473.85,art,20.36333333,Lomatorthis,extinct,472,466,472,466,Floian,Middle Ordovician,
Longdongshuia,390.5,art,16.04,Longdongshuia,extinct,,,,,,,
Longipegma,495.5,inart,1.372,Longipegma,extinct,,,,,,,
Longispina,377.45,art,8.503333333,Longispina,extinct,419.2,387.7,382.7,358.9,Devonian,,
Longithyris,96.9,art,20.43,Longithyris,extinct,,,,,,,
Longvillia,449.1,art,41.78,Longvillia,extinct,460.9,455.8,449.5,445.2,Darriwilian,Katian,
Lopasnia,311.1,art,13.735,Lopasnia,extinct,,,,,,,
Lophrothyris,164.8,art,26.74,Lophrothyris,extinct,175.6,171.6,157.3,152.1,Toarcian,Kimmeridgian,
Lorangerella,377.45,art,10.82173913,Lorangerella,extinct,387.7,382.4,382.7,372.2,Givetian,Frasnian,
Lordorthis,449.1,art,27.58,Lordorthis,extinct,449.5,445.6,449.5,443.7,Katian,Hirnantian,
Loreleiella,390.5,art,28.62,Loreleiella,extinct,,,,,,,
Loriolithyris,119,art,43.78,Loriolithyris,extinct,145,140.2,122.46,112.03,Berriasian,Early Cretaceous,
Losvia,400.45,art,8.51,Losvia,extinct,419.2,407.6,410.8,402.5,Lochkovian,Early Devonian,
Lotharingella,164.8,art,17.79,Lotharingella,extinct,168.3,166.1,164.7,161.2,Bathonian,Oxfordian,
Lowenstamia,292.8,art,10.075,Lowenstamia,extinct,298.9,295.5,272.3,268.8,Cisuralian,Roadian,
Loxophragmus,284.7,art,22.91,Loxophragmus,extinct,279.3,272.3,254.17,252.17,Kungurian,Lopingian,
Luanquella,390.5,art,30.62666667,Luanquella,extinct,402.5,391.9,402.5,391.9,Emsian,Eifelian,
Luhaia,449.1,art,22.835,Luhaia,extinct,455.8,445.6,445.2,443.4,Late Ordovician,Hirnantian,
Lunarhynchia,218.25,art,29.39,Lunarhynchia,extinct,237,215.56,221.5,201.3,Late Triassic,,
Lunpolaia,96.9,art,26.08,Lunpolaia,extinct,,,,,,,
Luofuia,390.5,art,5.31,Luofuia,extinct,393.3,387.7,393.3,387.7,Eifelian,,
Lurgiticoma,468.65,inart,1.521428571,Lurgiticoma,extinct,,,,,,,
Luterella,421.1,art,12.75,Luterella,extinct,,,,,,,
Lutetiarcula,51.9,art,3.734,Lutetiarcula,extinct,41.3,38,41.3,38,Bartonian,,
Lutuginia,319.2,inart,42.76,Lutuginia,extinct,,,,,,,
Lycophoria,468.65,art,13.136,Lycophoria,extinct,485.4,471.8,463.5,460.9,Early Ordovician,Middle Ordovician,
Lyonia,292.8,art,44.85,Lyonia,extinct,303.7,298.9,295.5,290.1,Gzhelian,Sakmarian,
Lysigypa,390.5,art,16.05714286,Lysigypa,extinct,407.6,393.3,402.5,387.7,Emsian,Eifelian,
Maakina,455.7,art,20.59,Maakina,extinct,460.9,449.5,453,445.2,Darriwilian,Katian,
Mabella,449.1,art,6.996,Mabella,extinct,460.9,455.8,453,445.2,Darriwilian,Katian,minor ribbing
Macandrevia,0.01,art,29.38,Macandrevia,extant,56,47.8,1.806,0.781,Eocene,Calabrian,
Machaeraria,390.5,art,22.89,Machaeraria,extinct,423,419.2,402.5,391.9,Pridoli,Eifelian,
Machaeratoechia,400.45,art,14.25833333,Machaeratoechia,extinct,,,,,,,
Mackerrovia,435.95,art,27.88666667,Mackerrovia,extinct,455.8,445.6,438.5,433.4,Late Ordovician,Llandovery,
Maclarenella,377.45,art,25.3,Maclarenella,extinct,,,,,,,
Macropleura,390.5,art,63.78,Macropleura,extinct,443.4,433.4,410.8,393.3,Silurian,Early Devonian,"minor folds, major ribbing"
Madarosia,262.5,art,14.71,Madarosia,extinct,272.3,268.8,265.1,259.9,Guadalupian,,
Maemia,305.35,art,26.33,Maemia,extinct,323.2,307,315.2,307,Bashkirian,Moscovian,
Magadania,270.55,art,30.46,Magadania,extinct,268.8,265.1,265.1,259.9,Wordian,Capitanian,
Magadina,0.01,art,10.515,Magadina,extant,27.3,25.2,19,11.608,Chattian,Tortonian,
Magadinella,0.01,art,19.575,Magadinella,extant,41.3,38,23.03,15.97,Bartonian,Burdigalian,
Magas,69.05,art,18.98,Magas,extinct,112.03,109,70.6,66,Albian,Late Cretaceous,
Magella,1.3,art,11.275,Magella,extinct,56,47.8,56,47.8,Ypresian,,
Magharithyris,167.2,art,24.1,Magharithyris,extinct,166.1,163.5,163.5,157.3,Callovian,Oxfordian,
Magnicanalis,517.5,art,10.36666667,Magnicanalis,extinct,520,516,516,513,Stage 3,Stage 4,
Magnumbonella,338.8,art,19.17333333,Magnumbonella,extinct,358.9,353.8,358.9,346.7,Tournaisian,,
Majkopella,204.9,art,47.66,Majkopella,extinct,228,201.3,208.5,201.3,Norian,Rhaetian,
Malleia,4.47,art,5.145,Malleia,extinct,,,,,,,
Malloproductus,365.55,art,41.36,Malloproductus,extinct,,,,,,,
Maltaia,18.21,art,29.23,Maltaia,extinct,11.62,7.246,5.333,3.6,Tortonian,Zanclean,
Malurostrophia,385.2,art,22.995,Malurostrophia,extinct,410.8,393.3,393.3,387.7,Pragian,Eifelian,
Malwirhynchia,96.9,art,15.48666667,Malwirhynchia,extinct,100.5,93.9,100.5,93.9,Cenomanian,,
Mamatia,473.85,inart,0.892492493,Mamatia,extinct,485.4,477.7,485.4,477.7,Tremadocian,,
Mametothyris,106.75,art,33.75,Mametothyris,extinct,,,,,,,
Mamutinetes,390.5,art,7.785,Mamutinetes,extinct,407.6,393.3,407.6,393.3,Emsian,,
Manespira,455.7,art,5.205,Manespira,extinct,466,455.8,457.5,449.5,Darriwilian,Katian,
Mangkeluia,400.45,art,15.3,Mangkeluia,extinct,,,,,,,
Mansina,455.7,art,30.01333333,Mansina,extinct,,,,,,,
Maorielasma,262.5,art,45.34,Maorielasma,extinct,290.1,279.3,254.17,252.17,Artinskian,Lopingian,
Maorirhynchia,218.25,art,31.67,Maorirhynchia,extinct,247.2,242,221.5,212,Middle Triassic,Norian,
Maoristrophia,400.45,art,26.51333333,Maoristrophia,extinct,433.4,427.4,410.8,393.3,Wenlock,Early Devonian,
Margaritiproductus,365.55,art,22.44666667,Margaritiproductus,extinct,,,,,,,
Marginalosia,257.05,art,30.17,Marginalosia,extinct,265.1,259.9,254.17,252.17,Capitanian,Lopingian,
Marginatia,257.05,art,34.34,Marginatia,extinct,358.9,353.8,345,323.2,Mississippian,,
Marginicinctus,338.8,art,30.47,Marginicinctus,extinct,358.9,336,336,323.2,Mississippian,,
Marginifera,270.55,art,21.845,Marginifera,extinct,358.9,353.8,252.17,251.3,Carboniferous,Induan,
Marginirugus,338.8,art,75.92,Marginirugus,extinct,358.9,353.8,336,314.6,Mississippian,Moscovian,
Marginoproductus,338.8,art,31.84,Marginoproductus,extinct,,,,,,,
Marginorthis,468.65,art,8.7875,Marginorthis,extinct,,,,,,,
Marginovatia,311.1,art,13.92,Marginovatia,extinct,346.7,336,318.1,305.9,Visean,Kasimovian,
Mariannaella,435.95,art,21.35,Mariannaella,extinct,,,,,,,
Marinurnula,262.5,art,31.8,Marinurnula,extinct,295.5,290.1,254.17,252.17,Sakmarian,Lopingian,
Marionites,455.7,art,30.09,Marionites,extinct,458.4,455.8,455.8,452,Sandbian,Katian,
Maritimithyris,136.35,art,39.6,Maritimithyris,extinct,,,,,,,
Markamia,284.7,art,27.96,Markamia,extinct,303.7,298.9,290.1,279.3,Gzhelian,Artinskian,
Markitoechia,390.5,art,7.8875,Markitoechia,extinct,419.2,407.6,393.3,387.7,Early Devonian,Eifelian,
Marklandella,424.3,art,19.06666667,Marklandella,extinct,440.8,438.5,440.8,438.5,Aeronian,,
Martellia,468.65,art,14.16,Martellia,extinct,478.6,470,463.5,449.5,Early Ordovician,Katian,
Martinia,257.05,art,83.12,Martinia,extinct,409.1,402.5,252.17,251.3,Pragian,Induan,
Martinothyris,338.8,art,30.77,Martinothyris,extinct,364.7,360.7,358.9,346.7,Famennian,Tournaisian,
Matutella,502.5,art,20.51176471,Matutella,extinct,513,501,513,501,Stage 4,Drumian,
Mauispirifer,400.45,art,31.7,Mauispirifer,extinct,410.8,407.6,402.5,391.9,Pragian,Eifelian,
Maxillirhynchia,169.3,art,12.495,Maxillirhynchia,extinct,228,212,171.6,167.7,Norian,Bathonian,
Maxwellispirifer,327.05,inart,23.52666667,Maxwellispirifer,extinct,,,,,,,
Mayaothyris,119,art,17.42,Mayaothyris,extinct,,,,,,,
Maydenella,468.65,art,11.985,Maydenella,extinct,467.3,458.4,467.3,458.4,Darriwilian,,
Mcewanella,449.1,art,34.48,Mcewanella,extinct,467.3,460.9,449.5,443.7,Darriwilian,Late Ordovician,
Mclearnites,415,art,51.9,Mclearnites,extinct,433.4,430.5,407.6,393.3,Wenlock,Early Devonian,
Medessia,481.55,art,24.07,Medessia,extinct,478.6,471.8,478.6,471.8,Tremadocian,Floian,
Mediospirifer,385.2,art,46.7,Mediospirifer,extinct,393.3,387.7,382.7,372.2,Middle Devonian,Frasnian,
Meekella,257.05,art,35.04,Meekella,extinct,330.9,323.2,254.17,252.17,Serpukhovian,Permian,
Megachonetes,327.05,art,43.032,Megachonetes,extinct,387.7,382.7,339.4,330.9,Givetian,Visean,
Megamyonia,449.1,art,17.93,Megamyonia,extinct,460.9,449.5,423,391.9,Darriwilian,Eifelian,minor ribbing
Meganterella,400.45,art,21.8,Meganterella,extinct,419.2,393.3,407.6,393.3,Early Devonian,,
Meganteris,400.45,art,63.72,Meganteris,extinct,419.2,410.8,382.7,372.2,Early Devonian,Frasnian,
Megapleuronia,284.7,art,45.175,Megapleuronia,extinct,268.8,265.1,259.9,254.17,Wordian,Wuchiapingian,
Megasalopina,415,art,23.77333333,Megasalopina,extinct,,,,,,,
Megasteges,257.05,art,55.37,Megasteges,extinct,290.1,279.3,254.17,252.17,Artinskian,Lopingian,
Megastrophia,385.2,art,64.18,Megastrophia,extinct,443.4,438.5,382.7,372.2,Silurian,Frasnian,
Megastrophiella,390.5,art,21.26666667,Megastrophiella,extinct,,,,,,,
Megathiris,0.01,art,5.211111111,Megathiris,extant,70.6,66,1.806,0.781,Maastrichtian,Calabrian,
Megerlia,0.01,art,16.28,Megerlia,extant,150.8,145,0.126,0.0117,Tithonian,Pleistocene,
Meifodia,435.95,art,21.78,Meifodia,extinct,445.2,440.8,438.5,433.4,Hirnantian,Llandovery,minor folds
Meishanorhynchia,251.7,art,7.118333333,Meishanorhynchia,extinct,252.17,251.3,252.17,251.3,Induan,,
Melvillosia,262.5,art,28.56,Melvillosia,extinct,272.3,268.8,272.3,268.8,Roadian,,
Mendacella,428.95,art,12.585,Mendacella,extinct,460.9,449.5,393.3,387.7,Darriwilian,Eifelian,"minor ribbing, minor internal reinforcement"
Mendathyris,415,art,34.44,Mendathyris,extinct,,,,,,,
Mennespirifer,377.45,art,25.08,Mennespirifer,extinct,382.7,376.1,379.5,372.2,Frasnian,,
Mentzelia,204.9,art,15.95,Mentzelia,extinct,259.9,254.17,208.5,201.3,Lopingian,Triassic,
Mentzelioides,218.25,art,56.19,Mentzelioides,extinct,242,237,221.5,208.5,Ladinian,Norian,
Mentzeliopsis,186.75,art,27.16,Mentzeliopsis,extinct,242,237,201.3,189.6,Ladinian,Pliensbachian,
Meonia,69.05,art,5.49,Meonia,extinct,83.5,70.6,66,61.6,Campanian,Danian,
Merista,352.8,art,25.45333333,Merista,extinct,443.4,433.4,358.9,353.8,Silurian,Tournaisian,
Meristella,377.45,art,30.18666667,Meristella,extinct,445.6,443.7,364.7,360.7,Katian,Devonian,
Meristelloides,390.5,art,33.33888889,Meristelloides,extinct,407.6,393.3,393.3,387.7,Emsian,Eifelian,
Meristina,338.8,art,29.76666667,Meristina,extinct,449.5,443.7,387.7,382.7,Katian,Middle Devonian,
Meristopacha,462.85,inart,22.008,Meristopacha,extinct,466,449.5,466,449.5,Darriwilian,Katian,
Meristorygma,257.05,art,34.84,Meristorygma,extinct,323.2,307,298.9,295.5,Pennsylvanian,Asselian,
Meristospira,385.2,art,11.905,Meristospira,extinct,438.5,427.4,407.6,393.3,Telychian,Early Devonian,"minor folds, minor ribbing"
Merophricus,195.05,art,21.18,Merophricus,extinct,199.3,190.8,189.6,182.7,Sinemurian,Pliensbachian,
Merospirifer,338.8,art,42.78,Merospirifer,extinct,,,,,,,
Mesochorispira,319.2,art,83.85,Mesochorispira,extinct,358.9,353.8,330.9,323.2,Mississippian,,
Mesodouvillina,390.5,art,22.80666667,Mesodouvillina,extinct,433.4,427.4,387.7,372.2,Wenlock,Frasnian,
Mesoleptostrophia,390.5,art,53.82,Mesoleptostrophia,extinct,443.4,438.5,387.7,382.7,Silurian,Middle Devonian,minor ribbing
Mesonomia,481.55,art,18.42168675,Mesonomia,extinct,498.5,485.4,498.5,485.4,Guzhangian,Furongian,
Mesoplica,365.55,art,28.23,Mesoplica,extinct,387.7,382.7,358.9,346.7,Givetian,Tournaisian,
Mesotreta,473.85,inart,7.68,Mesotreta,extinct,460.9,449.5,460.9,449.5,Darriwilian,Katian,
Metambonites,449.1,inart,8.872,Metambonites,extinct,453,445.2,449.5,443.7,Katian,Hirnantian,
Metaplasia,400.45,art,27.16,Metaplasia,extinct,433.4,427.4,393.3,387.7,Wenlock,Eifelian,
Metorthis,473.85,art,13.376,Metorthis,extinct,485.4,477.7,455.8,449.5,Early Ordovician,Katian,minor ribbing
Metriolepis,262.5,art,27.57,Metriolepis,extinct,290.1,279.3,265.1,259.9,Artinskian,Guadalupian,
Mexicaria,160.4,art,19.07,Mexicaria,extinct,,,,,,,
Mezounia,428.95,art,7.64520548,Mezounia,extinct,443.4,438.5,430.5,419.2,Silurian,,
Micidus,400.45,art,3.942553192,Micidus,extinct,410.8,407.6,407.6,391.9,Pragian,Eifelian,
Mickwitzia,511.5,inart,46.95,Mickwitzia,extinct,530,516,516,513,Terreneuvian,Series 2,
Micraphelia,257.05,art,8.89,Micraphelia,extinct,295.5,290.1,265.1,259.9,Sakmarian,Guadalupian,
Microcardinalia,435.95,art,28.48,Microcardinalia,extinct,443.4,438.5,438.5,427.4,Llandovery,Wenlock,
Micromitra,495.5,inart,3.209,Micromitra,extinct,530,520,485.4,477.7,Cambrian,Tremadocian,
Microrhynchia,169.3,art,5.1375,Microrhynchia,extinct,182.7,174.1,182.7,174.1,Toarcian,,
Mictospirifer,435.95,art,12.62,Mictospirifer,extinct,438.5,433.4,438.5,433.4,Telychian,,
Millythyris,167.2,art,28.88,Millythyris,extinct,171.6,168.4,167.7,164.7,Aalenian,Callovian,
Mimaria,270.55,art,17.37,Mimaria,extinct,268.8,265.1,254.17,252.17,Wordian,Lopingian,
Mimatrypa,385.2,art,28.415,Mimatrypa,extinct,419.2,410.8,387.7,382.7,Early Devonian,Middle Devonian,
Mimella,455.7,art,25.68,Mimella,extinct,478.6,468.1,449.5,443.4,Ordovician,Late Ordovician,
Mimikonstantia,172.2,art,2.7088,Mimikonstantia,extinct,175.6,171.6,175.6,171.6,Toarcian,Aalenian,
Mingenewia,284.7,art,9.3075,Mingenewia,extinct,290.1,279.3,279.3,272.3,Artinskian,Kungurian,
Miniprokopia,390.5,art,1.981451613,Miniprokopia,extinct,419.2,407.6,410.8,387.7,Early Devonian,Eifelian,
Minirostrella,365.55,art,13.545,Minirostrella,extinct,372.2,358.9,372.2,358.9,Famennian,,
Minispina,301.3,art,14.84090909,Minispina,extinct,,,,,,,
Minlatonia,517.5,inart,1.209,Minlatonia,extinct,,,,,,,
Minororthis,455.7,art,6.31,Minororthis,extinct,457.5,452,457.5,452,Sandbian,Katian,
Minutulirhynchia,160.4,art,10.29,Minutulirhynchia,extinct,164.7,157.3,164.7,157.3,Callovian,Oxfordian,
Minysphenia,305.35,art,1.895,Minysphenia,extinct,303.7,298.9,303.7,298.9,Gzhelian,,
Minythyra,338.8,art,2.12,Minythyra,extinct,,,,,,,
Miogryphus,18.21,art,28.78,Miogryphus,extinct,,,,,,,
Mirifusella,338.8,art,22.73,Mirifusella,extinct,358.9,353.8,358.9,353.8,Tournaisian,,
Mirorthis,449.1,art,12.17666667,Mirorthis,extinct,449.5,443.7,443.4,440.8,Katian,Rhuddanian,
Misolia,218.25,art,36.59,Misolia,extinct,237,215.56,212,201.3,Late Triassic,,
Mistproductus,275.8,art,39.13,Mistproductus,extinct,290.1,279.3,290.1,279.3,Artinskian,,
Modestella,106.75,art,11.27,Modestella,extinct,113,109,99.6,93.5,Albian,Turonian,
Moeschia,160.4,art,46.12,Moeschia,extinct,163.5,157.3,150.8,145,Late Jurassic,,
Mogoliella,385.2,art,23.59333333,Mogoliella,extinct,,,,,,,
Moisseievia,204.9,art,17.31,Moisseievia,extinct,228,215.56,221.5,201.3,Norian,Rhaetian,
Mollesella,473.85,art,31.21333333,Mollesella,extinct,478.6,468.1,478.6,468.1,Early Ordovician,Dapingian,
Molongcola,455.7,art,14.96,Molongcola,extinct,456.1,449.5,456.1,449.5,Sandbian,Katian,
Molongella,409.2,art,7.536,Molongella,extinct,419.2,410.8,410.8,407.6,Lochkovian,Pragian,
Molongia,415,art,8.21,Molongia,extinct,443.4,425.6,410.8,393.3,Silurian,Early Devonian,
Monadotoechia,400.45,art,6.092,Monadotoechia,extinct,410.8,407.6,407.6,393.3,Pragian,Emsian,
Monelasmina,377.45,art,5.383333333,Monelasmina,extinct,383.7,382.4,382.7,372.2,Givetian,Frasnian,
Mongolorhynx,390.5,art,7.69,Mongolorhynx,extinct,,,,,,,
Mongolosia,257.05,art,30.17,Mongolosia,extinct,279.3,272.3,279.3,272.3,Kungurian,,
Mongolospira,409.2,art,16.275,Mongolospira,extinct,,,,,,,
Monobolina,462.85,inart,7.288,Monobolina,extinct,478.6,470,460.9,449.5,Early Ordovician,Katian,minor ribbing
Monomerella,428.95,inart,44.6625,Monomerella,extinct,453,445.2,427.4,423,Katian,Ludlow,
Monorthis,468.65,art,11.240625,Monorthis,extinct,478.6,471.8,466,460.9,Early Ordovician,Middle Ordovician,"minor folds, minor ribbing"
Monsardithyris,167.2,art,43.82,Monsardithyris,extinct,180.1,175.6,155.7,150.8,Toarcian,Late Jurassic,
Monticlarella,91.55,art,13.92,Monticlarella,extinct,164.7,161.2,93.5,89.3,Callovian,Coniacian,
Monticulifera,270.55,art,43.68,Monticulifera,extinct,279.3,272.3,254.17,252.17,Kungurian,Lopingian,
Montsenetes,385.2,art,18.435,Montsenetes,extinct,,,,,,,
Moorefieldella,338.8,art,18.11333333,Moorefieldella,extinct,358.9,346.7,345,336,Tournaisian,Visean,
Moorellina,167.2,art,3.184,Moorellina,extinct,221.5,215.56,145,136.4,Norian,Valanginian,
Moquellina,164.8,art,16.26,Moquellina,extinct,,,,,,,
Moraviaturia,96.9,art,36.73,Moraviaturia,extinct,,,,,,,
Moravilla,385.2,art,7.69,Moravilla,extinct,388.1,383.7,388.1,383.7,Eifelian,Givetian,
Moravostrophia,385.2,art,21.695,Moravostrophia,extinct,388.1,383.7,388.1,383.7,Eifelian,Givetian,
Morganella,365.55,art,29.81333333,Morganella,extinct,,,,,,,
Morinorhynchus,415,art,21.13,Morinorhynchus,extinct,443.4,433.4,421.3,419.2,Silurian,,minor ribbing
Morphorhynchus,385.2,art,11.12,Morphorhynchus,extinct,,,,,,,
Morrisithyris,164.8,art,51.01,Morrisithyris,extinct,171.6,168.4,139.8,132.9,Middle Jurassic,Valanginian,
Mosquella,148.55,art,25.83,Mosquella,extinct,,,,,,,
Moumina,257.05,art,12.96,Moumina,extinct,,,,,,,
Moutonithyris,96.9,art,29.05,Moutonithyris,extinct,145,140.2,99.6,93.5,Early Cretaceous,Turonian,
Mucrospirifer,385.2,art,91.06,Mucrospirifer,extinct,419.2,407.6,358.9,346.7,Devonian,Tournaisian,
Muirwoodella,169.3,art,41.9,Muirwoodella,extinct,171.6,167.7,171.6,167.7,Aalenian,Bathonian,
Multicorhynchia,231.5,art,12.36,Multicorhynchia,extinct,,,,,,,
Multicostella,455.7,art,26.28,Multicostella,extinct,470,463.5,449.5,443.4,Middle Ordovician,Late Ordovician,
Multiridgia,455.7,art,6.397142857,Multiridgia,extinct,466,460.9,458.4,453,Darriwilian,Sandbian,
Multispinula,449.1,inart,15.09411765,Multispinula,extinct,472,466,449.5,443.7,Floian,Late Ordovician,minor ribbing
